#time(s),x(m),y(m),theta(rad)
1317398335728956938, -4.758031,46.841460,1.824421
1317398335937273979, -5.323413,49.009314,1.823741
1317398336145543098, -5.893763,51.187852,1.823535
1317398336353812933, -6.461504,53.346408,1.824273
1317398336666168928, -7.278619,56.569453,1.824373
1317398336874439955, -7.843726,58.709709,1.824133
1317398337082731009, -8.404303,60.825635,1.822564
1317398337291002035, -8.974845,62.954646,1.822105
1317398337603382111, -9.790128,66.113294,1.823547
1317398337811650991, -10.332985,68.201516,1.825053
1317398338019896030, -10.883160,70.283198,1.826477
1317398338228190899, -11.434601,72.352428,1.827521
1317398338540666103, -12.270838,75.427423,1.829266
1317398338748960972, -12.816080,77.457724,1.830219
1317398339061363935, -13.630806,80.482694,1.831795
1317398339269632101, -14.186928,82.501221,1.832335
1317398339582108021, -14.988469,85.483850,1.828968
1317398339894536972, -15.789835,88.480857,1.826010
1317398340207012892, -16.572424,91.430237,1.820635
1317398340415340900, -17.082710,93.402243,1.817456
1317398340727901936, -17.830579,96.345651,1.807803
1317398340936218977, -18.287385,98.293412,1.802219
1317398341248648882, -18.976319,101.183624,1.799036
1317398341561124086, -19.683763,104.138064,1.799490
1317398341873528957, -20.413774,107.159165,1.803170
1317398342081824064, -20.899673,109.200765,1.806830
1317398342394371033, -21.654701,112.316308,1.809808
1317398342706944942, -22.449009,115.505483,1.810403
1317398343019418001, -23.259633,118.783943,1.813343
1317398343331823111, -24.116743,122.109699,1.817929
1317398343540117979, -24.696390,124.350309,1.821441
1317398343852497101, -25.569831,127.678258,1.826614
1317398344060790062, -26.157587,129.888798,1.829248
1317398344373217106, -27.048164,133.172258,1.829542
1317398344581511974, -27.631078,135.352561,1.830731
1317398344893845081, -28.516478,138.606639,1.835951
1317398345102088928, -29.095861,140.718175,1.836899
1317398345414591074, -29.961251,143.855898,1.833255
1317398345727137089, -30.782550,146.915028,1.828578
1317398346039638042, -31.596579,149.925059,1.824577
1317398346247980118, -32.110430,151.902828,1.821311
1317398346560528040, -32.858220,154.843076,1.815874
1317398346768918991, -33.365855,156.815494,1.813674
1317398347081443071, -34.133902,159.743362,1.811432
1317398347289690018, -34.647681,161.726938,1.814530
1317398347602138996, -35.398350,164.735142,1.820688
1317398347810457945, -35.922482,166.770741,1.824971
1317398348122927904, -36.715563,169.812195,1.830235
1317398348435482025, -37.542418,172.902691,1.830186
1317398348747982979, -38.388812,176.064163,1.828153
1317398348956300020, -38.964336,178.205565,1.827424
1317398349164665937, -39.551297,180.366222,1.826150
1317398349372983932, -40.111249,182.543693,1.824498
1317398349685408115, -40.962206,185.805681,1.822897
1317398349893738985, -41.545835,187.970154,1.822061
1317398350101973057, -42.113920,190.130720,1.820942
1317398350310241938, -42.664646,192.284847,1.821770
1317398350622648954, -43.491543,195.437890,1.821638
1317398350935050964, -44.283378,198.499100,1.818799
1317398351143367052, -44.772205,200.446897,1.816264
1317398351455796003, -45.497249,203.270849,1.813894
1317398351664089918, -45.953395,205.102111,1.814450
1317398351872456074, -46.410487,206.905876,1.813600
1317398352080842972, -46.867763,208.729567,1.812470
1317398352289256096, -47.310160,210.520444,1.809894
1317398352497694016, -47.743989,212.316348,1.806789
1317398352706134081, -48.184359,214.114108,1.802966
1317398352914546967, -48.590098,215.902482,1.799606
1317398353226999998, -49.247443,218.616919,1.804225
1317398353435244083, -49.718359,220.461597,1.818518
1317398353643491983, -50.229689,222.326074,1.836022
1317398353747649908, -50.494362,223.284143,1.843922
1317398353956062078, -51.041376,225.168667,1.854802
1317398354164645910, -51.618518,227.060718,1.855131
1317398354268971920, -51.907393,228.034788,1.852209
1317398354477601051, -52.460214,230.015855,1.847742
1317398354686182976, -53.016944,232.033641,1.844232
1317398354998946905, -53.906873,235.152272,1.840156
1317398355207431078, -54.509986,237.308554,1.838592
1317398355415894032, -55.108878,239.501836,1.837165
1317398355624283075, -55.724779,241.724521,1.836372
1317398355832673073, -56.358303,243.986937,1.835372
1317398356041013002, -56.980209,246.255302,1.835629
1317398356249380112, -57.598016,248.516200,1.835286
1317398356353563070, -57.906556,249.639044,1.834928
1317398356561927080, -58.519750,251.853720,1.834574
1317398356770267010, -59.121546,254.066841,1.833575
1317398356978585005, -59.720006,256.300002,1.833218
1317398357186923027, -60.324218,258.489054,1.832244
1317398357395267963, -60.921369,260.651430,1.830830
1317398357603586912, -61.489553,262.792942,1.832080
1317398357811855078, -62.057628,264.899004,1.834787
1317398357915988922, -62.337391,265.914675,1.835677
1317398358124236107, -62.898292,267.922974,1.838303
1317398358332432032, -63.450141,269.876565,1.840761
1317398358540678978, -63.976002,271.764163,1.842957
1317398358644814968, -64.240310,272.676292,1.843610
1317398358957266092, -65.006180,275.388959,1.845077
1317398359061425924, -65.265072,276.284188,1.845295
1317398359269810915, -65.777962,278.078889,1.844078
1317398359374042034, -66.038587,278.975776,1.842418
1317398359478272915, -66.297328,279.873521,1.840139
1317398359686686039, -66.800995,281.637478,1.835534
1317398359790894032, -67.049642,282.520812,1.832924
1317398359999308109, -67.539835,284.311960,1.827136
1317398360207721949, -68.008913,286.122222,1.820879
1317398360311928034, -68.245674,287.031537,1.817797
1317398360520292997, -68.711617,288.877263,1.811774
1317398360728708982, -69.173886,290.751100,1.804378
1317398360832914114, -69.407645,291.700933,1.800771
1317398361041327953, -69.861057,293.646638,1.792942
1317398361249742031, -70.298133,295.633599,1.785560
1317398361353946924, -70.514319,296.630681,1.781576
1317398361562362909, -70.946540,298.659477,1.773110
1317398361666569948, -71.170780,299.702809,1.769072
1317398361874933004, -71.587558,301.788246,1.760458
1317398362083344936, -71.996570,303.909258,1.751981
1317398362291735888, -72.385345,306.069140,1.743556
1317398362500127077, -72.767480,308.255942,1.734792
1317398362604309082, -72.947864,309.364883,1.730615
1317398362708554983, -73.126714,310.484331,1.726716
1317398362916835070, -73.468090,312.740534,1.721271
1317398363020992041, -73.650492,313.861639,1.719951
1317398363229260921, -74.005534,316.153160,1.718282
1317398363333395958, -74.177078,317.308664,1.717678
1317398363541667938, -74.520314,319.643423,1.717249
1317398363645776987, -74.695297,320.824638,1.717529
1317398363749886990, -74.879591,322.015627,1.718027
1317398363853996992, -75.058838,323.203741,1.718528
1317398364062195063, -75.408966,325.579180,1.719454
1317398364166282892, -75.590062,326.754060,1.720830
1317398364270369053, -75.772588,327.936191,1.721663
1317398364374458075, -75.963919,329.103628,1.722721
1317398364478542089, -76.149853,330.285769,1.723804
1317398364582628012, -76.343163,331.454676,1.725170
1317398364790826082, -76.715541,333.779850,1.727573
1317398364894912004, -76.912060,334.941597,1.728799
1317398365103136063, -77.291687,337.237344,1.731344
1317398365207248926, -77.479924,338.384947,1.733030
1317398365415442944, -77.859629,340.650760,1.737267
1317398365519529104, -78.059322,341.784077,1.739408
1317398365623675108, -78.246873,342.906204,1.741837
1317398365727808952, -78.457916,344.041319,1.743657
1317398365936068058, -78.851871,346.260932,1.745838
1317398366040203094, -79.061952,347.364480,1.746642
1317398366144339085, -79.264001,348.460637,1.747502
1317398366352607965, -79.683833,350.639588,1.748881
1317398366456722021, -79.893162,351.724627,1.749262
1317398366560832977, -80.098546,352.808257,1.750164
1317398366664938927, -80.302185,353.889798,1.751973
